日期,地点,飞机号,机型,环境温度(℃),左边CONT CABIN DUCT,左边L PACK,右边FWD DUCT,右边AFT DUCT,右边L PACK,执行反吹左侧,执行反吹右侧,更换部件,Fail,左温差,右温差
2019-05-27 07:13,XIY,5139,737-800,20,4,26,5,5,28,,,,,6,8
2019-05-27 07:13,PEK,1496,737-800,20,5,30,4,5,30,,,,,10,10
2019-05-27 06:59,ZGC,1735,737-800,11,4,22,4,4,20,,,,,11,9
2019-05-27 06:50,FOC,5430,737-800,24,6,34,5,4,35,1,1,,11,10,11
2019-05-27 06:31,HAK,5082,737-800,28,8,37,5,5,34,,,,,9,6
2019-05-27 06:23,ZGC,5372,737-800,9,8,20,7,8,20,,,,,11,11
2019-05-27 06:17,PEK,5520,737-800,19,7,29,7,6,24,,,,,10,5
2019-05-27 06:09,PEK,5482,737-800,20,2,22,4,4,28,,,,,2,8
2019-05-27 06:07,KMG,7990,737-800,20,4,28,4,3,26,,,,,8,6
2019-05-27 06:00,URC,5620,737-800,20,4,26,3,4,23,,,,,6,3
2019-05-27 06:00,FOC,5430,737-800,24,6,38,4,6,39,,,,,14,15
2019-05-27 05:58,URC,5620,737-800,25,4,26,4,5,24,,,,,1,-1
2019-05-27 05:53,URC,5712,737-800,17,2,22,3,2,23,,,,,5,6
2019-05-27 05:53,URC,2159,737-800,21,24,15,1,2,26,,,,,-6,5
2019-05-27 05:46,HAK,6063,737-800,27,6,36,6,7,36,,,,,9,9
2019-05-27 05:44,FOC,5430,737-800,24,6,38,4,6,38,,,,,14,14
2019-05-27 05:36,XIY,1495,737-800,22,5,25,8,0,28,,,,,3,6
2019-05-27 05:36,FOC,7113,737-800,20,5,30,5,5,27,,,,,10,7
2019-05-27 05:31,DLC,1538,737-800,17,2,26,4,2,24,,,,,9,7
2019-05-27 05:28,CAN,1928,737-800,28,6,28,9,8,34,,,,,0,6
2019-05-27 05:27,DLC,5138,737-800,17,4,30,4,6,28,,,,,13,11
2019-05-27 05:27,XIY,5180,737-800,21,4,26,4,5,24,,,,,5,3
2019-05-27 05:27,HHA,5466,737-800,26,4,28,7,8,30,,,,,2,4
2019-05-27 05:08,DLC ,5417,737-800,18,4,28,4,4,26,,,,,10,8
2019-05-27 04:57,URC,1541,737-800,22,5,28,7,6,27,,,,,6,5
2019-05-27 04:53,HGH,5337,737-800,24,5,32,6,5,32,,,,,8,8
2019-05-27 04:45,CAN,7173,737-800,27,4,36,5,5,36,,,,,9,9
2019-05-27 04:42,XIY,1162,737-800,25,2,30,3,3,26,,,,,5,1
2019-05-27 04:35,HGH,1497,737-800,25,4,32,4,4,33,,,,,7,8
2019-05-27 04:34,KMG,7993,737-800,15,6,28,6,6,28,,,,,13,13
2019-05-27 04:33,KMG,1209,737-800,15,4,32,3,4,28,1,,,1,17,13
2019-05-27 04:32,SZX,7619,737-800,27,7,36,7,6,36,,,,,9,9
2019-05-27 04:31,SZX,5579,737-800,27,7,36,7,6,36,,,,,9,9
2019-05-27 04:27,HAK,1213,737-800,30,4,36,6,6,36,,,,,6,6
2019-05-27 04:21,KMG,6015,737-800,20,4,30,4,4,24,,,,,10,4
2019-05-27 04:20,CGO,7992,737-800,28,7,28,8,7,28,,,,,0,0
2019-05-27 04:18,CGO,6800,737-800,28,4,26,5,4,24,,,,,-2,-4
2019-05-27 04:11,FOC,7395,737-800,25,6,28,4,5,27,,,,,3,2
2019-05-27 04:10,XIY,5180,737-800,22,8,30,8,8,26,,,,,8,4
2019-05-27 04:08,URC,1725,737-800,20,4,24,2,2,26,,,,,4,6
2019-05-27 04:04,CAN,1997,737-800,26,4,37,4,4,32,,,,,11,6
2019-05-27 03:59,HAK,1492,737-800,28,4,35,4,5,33,,,,,7,5
2019-05-27 03:58,HHA,5429,737-800,27,6,33,8,8,36,,,,,6,9
2019-05-27 03:58,HHA,7616,737-800,25,4,28,3,4,27,,,,,3,2
2019-05-27 03:54,KMG,7989,737-800,20,6,28,5,6,27,,,,,8,7
2019-05-27 03:54,MIG,5407,737-800,30,3,28,4,4,30,,,,,-2,0
2019-05-27 03:53,HRB,1433,737-800,10,4,26,4,4,25,,,,,16,15
2019-05-27 03:50,CAN,5521,737-800,27,4,30,5,4,30,,,,,3,3
2019-05-27 03:48,XIY,1435,737-800,24,6,29,6,6,28,,,,,5,4
2019-05-27 03:48,XIY,5115,737-800,20,4,20,6,5,21,,,,,0,1
2019-05-27 03:43,TYN ,5538 ,737-800,20,3,21,4,6,24,,,,,1,4
2019-05-27 03:42,URC,7378,737-800,20,5,28,6,6,28,,,,,8,8
2019-05-27 03:42,SYX,5137,737-800,29,8,31,5,4,35,,,,,2,6
2019-05-27 03:39,URC,1141,737-800,20,4,26,6,6,27,,,,,6,7
2019-05-27 03:38,CAN,5462,737-800,27,3,30,4,4,30,,,,,3,3
2019-05-27 03:36,DLC,1491,737-800,17,2,22,4,6,23,,,,,5,6
2019-05-27 03:36,HGH,7400,737-800,25,5,33,4,4,34,,,,,8,9
2019-05-27 03:32,DLC,6062,737-800,17,2,22,4,4,26,,,,,5,9
2019-05-27 03:30,HAK,1799,737-800,30,6,36,4,4,34,,,,,6,4
2019-05-27 03:28,DLC,5852,737-800,17,4,23,4,2,24,,,,,6,7
2019-05-27 03:26,URC,1795,737-800,20,3,27,4,4,26,,,,,7,6
2019-05-27 03:25,XIY,1902,737-800,24,4,27,5,5,26,,,,,3,2
2019-05-27 03:22,SZX,1130,737-800,27,3,36,3,3,36,,,,,9,9
2019-05-27 03:18,PEK,5406,737-800,20,4,25,4,5,24,,,,,5,4
2019-05-27 03:17,HAK,1386,737-800,28,7,33,6,4,36,,,,,5,8
2019-05-27 03:16,DLC,5359,737-800,15,5,26,3,4,24,,,,,11,9
2019-05-27 03:04,HGH,1101,737-800,26,3,32,3,4,32,,,,,6,6
2019-05-27 03:03,URC,7198,737-800,20,4,24,5,6,24,,,,,4,4
2019-05-27 02:58,XIY,1482,737-800,24,6,26,6,6,24,,,,,2,0
2019-05-27 02:58,XIY,1161,737-800,26,4,28,4,4,26,,,,,2,0
2019-05-27 02:57,SZX,6060,737-800,25,6,36,7,7,33,,,,,11,8
2019-05-27 02:56,HAK,1786,737-800,27,5,28,6,8,27,,,,,1,0
2019-05-27 02:55,CAN,5439,737-800,28,9,35,4,4,35,,,,,7,7
2019-05-27 02:48,HAK,1386,737-800,28,7,33,6,4,36,,,,,5,8
2019-05-27 02:47,URC,2157,737-800,19,3,23,6,6,22,,,,,4,3
2019-05-27 02:42,SZX,7619,737-800,26,4,30,6,6,32,,,,,4,6
2019-05-27 02:38,URC,5637,737-800,20,4,22,3,3,24,,,,,2,4
2019-05-27 02:38,SYX,1733,737-800,30,5,35,8,8,37,,1,,1,5,7
2019-05-27 02:36,SZX,5479,737-800,26,6,32,6,4,32,,,,,6,6
2019-05-27 02:34,HHA,7172,737-800,27,6,33,6,5,33,,,,,6,6
2019-05-27 02:33,URC,6268,737-800,25,4,29,4,5,27,,,,,4,2
2019-05-27 02:30,URC,1322,737-800,20,4,26,5,5,25,,,,,6,5
2019-05-27 02:30,CGO,1586,737-800,30,4,24,4,4,26,,,,,-6,-4
2019-05-27 02:28,CAN,5580,737-800,28,7,34,7,6,36,,,,,6,8
2019-05-27 02:26,HHA,1375,737-800,27,4,32,4,4,30,,,,,5,3
2019-05-27 02:22,XIY,5611,737-800,26,6,28,5,6,24,,,,,2,-2
2019-05-27 02:19,XIY,1903,737-800,20,1,22,2,2,21,,,,,2,1
2019-05-27 02:16,HHA,6103,737-800,27,6,30,6,5,32,,,,,3,5
2019-05-27 02:14,FOC,1549,737-800,26,5,26,4,5,27,,,,,0,1
2019-05-27 02:12,CAN,1542,737-800,28,4,34,4,4,31,,,,,6,3
2019-05-27 02:12,SYX,206G,737-800,29,3,30,4,4,30,,,,,1,1
2019-05-27 02:10,URC,5625,737-800,24,5,29,5,4,26,,,,,5,2
2019-05-27 02:01,YIH,1906,737-800,32,6,35,6,6,34,,,,,3,2
2019-05-27 02:00,YIH,1351,737-800,25,4,30,4,5,30,,,,,5,5
2019-05-27 02:00,URC,6995,737-800,20,3,26,2,2,23,,,,,6,3
2019-05-27 01:59,FOC,5503,737-800,24,2,34,4,3,28,,,,,10,4
2019-05-27 01:58,MIG,5409,737-800,20,4,26,4,5,28,,,,,6,8
2019-05-27 01:58,HAK,1995,737-800,28,9,37,6,5,36,,,,,9,8
2019-05-27 01:55,TYN,5371,737-800,18,8,22,6,6,24,,,,,4,6
2019-05-27 01:53,CAN,1548,737-800,26,4,32,4,3,30,,,,,6,4
2019-05-27 01:48,6016,KMG,737-800,20,4,24,4,4,22,,,,,4,2
2019-05-27 01:45,PEK,5481,737-800,20,5,28,5,5,26,,,,,8,6
2019-05-27 01:42,XIY,1163,737-800,25,4,23,4,5,24,,,,,-2,-1
2019-05-27 01:36,SYX,6065,737-800,29,4,37,5,5,36,,,,,8,7
2019-05-27 01:26,海口,1547,737-800,27,8,36,8,8,34,,,,,9,7
2019-05-27 01:25,HHA,6066,737-800,27,2,30,3,3,30,,,,,3,3
2019-05-27 01:24,PEK,1372,737-800,18,5,28,4,5,26,,,,,10,8
2019-05-27 01:15,URC,1568,737-800,20,5,28,6,6,26,,,,,8,6
2019-05-27 01:14,SYX,1488,737-800,29,6,36,6,5,30,,,,,7,1
2019-05-27 01:12,MIG,5449,737-800,29,5,31,5,5,30,,,,,2,1
2019-05-27 01:10,HAK,5798,737-800,28,4,34,3,4,30,,,,,6,2
2019-05-27 01:08,URC,1726,737-800,20,4,28,4,4,22,,,,,8,2
2019-05-27 01:07,SYX ,1498,737-800,30,5,35,4,4,36,,,,,5,6
2019-05-27 01:07,HAK,5636,737-800,28,9,37,8,9,37,,,,,9,9
2019-05-27 01:05,HGH,5375,737-800,25,2,30,6,5,30,,,,,5,5
2019-05-27 01:03,HAK,206H,737-800,30,4,34,3,3,34,,,,,4,4
2019-05-27 01:02,XIY,7377,737-800,26,6,28,6,6,26,,,,,2,0
2019-05-27 00:54,TYN,5090,737-800,18,2,22,4,6,0,,,,,4,-18
2019-05-27 00:54,TYN,5090,737-800,18,2,22,4,6,0,,,,,4,-18
2019-05-27 00:54,TYN,5090,737-800,18,2,22,4,6,0,,,,,4,-18
2019-05-27 00:54,TYN,5090,737-800,18,2,22,4,6,0,,,,,4,-18
2019-05-27 00:54,TYN,5090,737-800,18,2,22,4,6,0,,,,,4,-18
2019-05-27 00:50,XIY,5373,737-800,20,4,22,4,3,23,,,,,2,3
2019-05-27 00:45,DLC,1490,737-800,17,2,24,2,4,24,,,,,7,7
2019-05-27 00:39,HHA,7886,737-800,27,4,34,4,4,34,,,,,7,7
2019-05-27 00:32,HAK,5089,737-800,27,8,31,1,2,35,,,,,4,8
2019-05-27 00:30,DLC,7639,737-800,16,4,26,4,4,27,,,,,10,11
2019-05-27 00:28,KHG,1323,737-800,15,3,22,3,4,23,,,,,7,8
2019-05-27 00:16,TSN,1373,737-800,20,2,28,1,2,25,,,,,8,5
2019-05-27 00:12,SZX,1729,737-800,28,5,30,5,4,32,,,,,2,4
2019-05-27 00:12,SZX,1503,737-800,28,3,35,4,3,35,,,,,7,7
2019-05-27 00:11,HGH,1728,737-800,24,5,30,5,5,28,,,,,6,4
2019-05-27 00:09,CGO,5687,737-800,29,4,24,4,5,26,,,,,-5,-3
2019-05-27 00:07,URC ,1996,737-800,25,4,22,5,5,25,,,,,-3,0
2019-05-27 00:07,URC ,1996,737-800,25,4,22,5,5,25,,,,,-3,0
2019-05-27 00:06,SZX,1102,737-800,27,4,36,4,4,36,,,,,9,9
2019-05-27 00:05,HAK,1793,737-800,28,6,35,4,4,34,,,,,7,6
2019-05-27 00:04,HAK,6061,737-800,27,6,32,4,3,30,,,,,5,3
2019-05-26 23:56,URC,7379,737-800,20,3,24,4,3,26,,,,,4,6
2019-05-26 23:53,URC,5623,737-800,25,4,26,4,5,24,,,,,1,-1
2019-05-26 23:46,HRB,1559,737-800,13,3,18,4,4,18,,,,,5,5
2019-05-26 23:41,TYN,1797,737-800,20,2,21,2,3,22,,,,,1,2
2019-05-26 23:40,CGO,1587,737-800,30,2,28,5,4,26,,,,,-2,-4
2019-05-26 23:39,URC,1570,737-800,15,3,22,3,4,22,,,,,7,7
2019-05-26 23:36,FOC,1562,737-800,25,5,34,4,5,34,,,,,9,9
2019-05-26 23:32,HGH,5408,737-800,24,5,30,5,5,28,,,,,6,4
2019-05-26 23:32,HAK,1929,737-800,27,8,38,4,3,35,,,主散热器,主散热器,11,8
2019-05-26 23:28,HAK,5855,737-800,27,7,33,8,7,31,,,,,6,4
2019-05-26 23:27,CGO,205U,737-800,31,4,28,4,4,28,,,,,-3,-3
2019-05-26 23:26,XNN,1103,737-800,3,4,15,4,5,19,,,,,12,16
2019-05-26 23:25,XNN,5116,737-800,3,6,18,7,6,16,,,,,15,13
2019-05-26 23:24,XNN,5135,737-800,3,4,16,5,5,19,,,,,13,16
2019-05-26 23:19,PEK,7171,737-800,22,4,26,4,3,27,,,,,4,5
2019-05-26 23:16,CKG,7399,737-800,20,5,31,6,4,28,,,,,11,8
2019-05-26 23:15,TYN,5136,737-800,20,4,18,4,4,22,,,,,-2,2
2019-05-26 23:12,CGO,205U,737-800,31,4,28,4,4,28,,,,,-3,-3
2019-05-26 23:10,CTU,1208,737-800,25,4,31,3,3,29,,,,,6,4
2019-05-26 23:01,HRB,1350,737-800,16,2,27,3,2,23,,,,,11,7
2019-05-26 22:57,CGO,1588,737-800,32,4,26,4,4,28,,,,,-6,-4
2019-05-26 22:57,CGO,5686,737-800,31,4,24,5,5,27,,,,,-7,-4
2019-05-26 22:56,CGO,1588,737-800,32,4,26,4,4,28,,,,,-6,-4
2019-05-26 22:49,CKG,5416,737-800,30,8,31,8,8,34,,,,,1,4
2019-05-26 22:45,SHE,7618,737-800,22,6,25,7,5,26,,,,,3,4
2019-05-26 22:45,URC,205V,737-800,24,5,29,2,3,28,,,,,5,4
2019-05-26 22:36,URC ,205T ,737-800,25,3,28,3,3,29,,,,,3,4
2019-05-26 22:30,XIY,7398,737-800,26,4,28,4,4,26,,,,,2,0
2019-05-26 22:30,SYX,206F,737-800,30,2,33,4,3,31,,,,,3,1
2019-05-26 22:20,URC,5733,737-800,25,6,26,6,6,26,,,,,1,1
2019-05-26 22:15,TYN,5463,737-800,25,5,18,6,5,19,,,,,-7,-6
2019-05-26 22:12,HAK,5083,737-800,29,5,30,9,8,37,,,,,1,8
2019-05-26 22:11,XIY,5638,737-800,26,4,22,6,4,30,,,,,-4,4
2019-05-26 22:04,URC,1325,737-800,23,4,20,4,4,23,,,,,-3,0
2019-05-26 22:02,MIG,6809,737-800,30,4,30,6,6,30,,,,,0,0
2019-05-26 21:59,HAK,1545,737-800,28,6,36,6,5,35,,,,,8,7
2019-05-26 21:44,PEK,5853,737-800,21,6,32,5,4,28,1,,,1,11,7
2019-05-26 20:37,HGH,5661,737-800,26,2,30,4,4,32,,,,,4,6
2019-05-26 20:23,URC,206P,737-800,25,3,24,5,4,24,,,,,-1,-1
2019-05-26 19:44,HGH,5661,737-800,26,2,30,4,4,32,,,,,4,6
2019-05-26 19:21,SZX,1786,737-800,28,2,31,2,2,31,,,,,3,3
2019-05-26 19:13,HGH,1487,737-800,25,2,30,2,2,30,,,,,5,5
2019-05-26 18:37,PEK,5538,737-800,24,7,35,2,2,33,,,,,11,9
2019-05-26 17:08,XIY,5405,737-800,33,5,28,6,5,27,,,,,-5,-6
2019-05-26 17:07,徐州,7988,737-800,20,7,34,3,7,34,,,,,14,14
2019-05-26 16:57,HAK,5346,737-800,30,8,36,6,6,36,,,,,6,6
2019-05-26 16:49,URC,1569,737-800,25,3,26,2,3,25,,,,,1,0
2019-05-26 13:46,YIH,1348,737-800,32,5,33,6,6,34,,,,,1,2
2019-05-26 10:29,URC,6268,737-800,20,3,28,4,4,28,,,,,8,8
2019-05-26 10:08,TYN,5090,737-800,20,2,26,2,2,26,,,,,6,6
2019-05-26 09:39,KMG,7993,737-800,20,5,26,6,6,24,,,,,6,4
2019-05-26 08:44,PEK,5481,737-800,24,6,22,7,5,30,,,,,-2,6
2019-05-26 08:21,XIY,5709,737-800,28,8,30,8,7,30,,,,,2,2
2019-05-26 08:16,SZX,1213,737-800,28,7,37,6,6,37,,,,,9,9
2019-05-26 08:14,SZX,1995,737-800,27,7,34,6,5,33,,,,,7,6
2019-05-26 08:12,SZX,7619,737-800,26,6,30,6,5,30,,,,,4,4
2019-05-26 07:59,ZGC,5136,737-800,12,6,26,4,5,24,,,,,14,12
2019-05-26 07:58,ZGC,7639,737-800,15,6,26,6,6,22,,,,,11,7
2019-05-26 07:41,PEK,5853,737-800,25,5,32,5,5,28,,,,,7,3
2019-05-26 07:25,PEK,1997,737-800,25,5,30,4,4,28,,,,,5,3
2019-05-26 07:23,XIY,1163,737-800,25,4,34,4,4,32,,,,,9,7
2019-05-26 07:20,ZGC,1735,737-800,15,0,20,5,5,19,,,,,5,4
2019-05-26 07:04,PEK,1787,737-800,25,1,30,6,5,30,,,,,5,5
2019-05-26 06:57,HGH,5337,737-800,24,4,30,4,4,34,,,,,6,10
2019-05-26 06:55,HGH,5502,737-800,24,4,30,4,4,34,,,,,6,10
2019-05-26 06:52,URC,1783,737-800,20,3,18,5,5,26,,,,,-2,6
2019-05-26 06:23,FOC,1435,737-800,24,8,36,8,8,32,,,,,12,8
2019-05-26 06:22,CAN,6065,737-800,24,6,36,7,7,34,1,,,1,12,10
2019-05-26 06:19,CKG,5416,737-800,23,6,26,4,5,25,,,,,3,2
2019-05-26 06:12,URC,1570,737-800,20,4,22,4,4,20,,,,,2,0
2019-05-26 06:07,SHA,1493,737-800,23,5,26,6,6,24,,,,,3,1
2019-05-26 06:06,CAN,5611,737-800,26,5,35,6,6,31,,,,,9,5
2019-05-26 05:51,CGO,7991,737-800,25,4,27,5,4,26,,,,,2,1
2019-05-26 05:51,CGO,7992,737-800,24,6,30,7,7,30,,,,,6,6
2019-05-26 05:50,CGO,1799,737-800,25,4,28,4,4,27,,,,,3,2
2019-05-26 05:45,XIY,5797,737-800,33,5,25,5,4,24,,,,,-8,-9
2019-05-26 05:42,HGH,6063,737-800,24,6,30,5,5,30,,,,,6,6
2019-05-26 05:39,URC,2159,737-800,20,8,26,2,2,24,,,,,6,4
2019-05-26 05:18,URC,1725,737-800,20,4,28,4,4,30,,,,,8,10
2019-05-26 05:16,PEK,5482,737-800,27,5,26,6,8,26,,,,,-1,-1
2019-05-26 05:16,HAK,HAK,737-800,26,3,27,4,5,32,,,,,1,6
2019-05-26 05:16,CGO,1587,737-800,24,5,32,3,3,30,,,,,8,6
2019-05-26 05:12,PEK,5539,737-800,27,6,32,5,5,28,,,,,5,1
2019-05-26 04:50,HAK,5522,737-800,27,7,36,7,6,34,,,,,9,7
2019-05-26 04:47,TSN,1542,737-800,27,4,30,3,3,28,,,,,3,1
2019-05-26 04:40,PEK,7171,737-800,25,6,24,8,6,26,,,,,-1,1
2019-05-26 04:35,CGO,5465,737-800,24,1,25,3,3,28,,,,,1,4
2019-05-26 04:35,HGH,5137,737-800,25,4,24,4,4,28,,,,,-1,3
2019-05-26 04:25,HAK,5480,737-800,27,10,38,7,4,23,,,,,11,-4
2019-05-26 04:21,PEK,5620,737-800,25,4,31,4,3,30,,,,,6,5
2019-05-26 04:06,FOC,1559,737-800,27,2,36,3,3,31,,,,,9,4
2019-05-26 04:05,FOC,1559,737-800,27,3,37,3,3,31,,,,,10,4
2019-05-26 04:04,FOC,1559,737-800,27,3,37,3,3,31,,,,,10,4
2019-05-26 04:04,CTU,1208,737-800,26,4,30,4,4,30,,,,,4,4
2019-05-26 04:01,PEK,5580,737-800,28,6,29,6,6,34,,,,,1,6
2019-05-26 03:53,CGO,5467,737-800,24,5,26,1,3,28,,,,,2,4
2019-05-26 03:50,XIY,5405,737-800,29,4,34,4,4,32,,,,,5,3
2019-05-26 03:48,URC,5637,737-800,20,4,22,2,2,20,,,,,2,0
2019-05-26 03:25,PEK,5538,737-800,27,7,29,3,5,28,,,,,2,1
2019-05-26 03:20,URC,5623,737-800,20,6,26,4,4,30,,,,,6,10
2019-05-26 03:18,FOC,1435,737-800,25,8,40,8,8,32,,,,,15,7
2019-05-26 03:14,TYN,206G,737-800,25,3,30,4,4,28,,,,,5,3
2019-05-26 03:13,XIY ,7398,737-800,26,6,25,5,6,26,,,,,-1,0
2019-05-26 03:07,XIY,5138,737-800,26,2,30,4,4,28,,,,,4,2
2019-05-26 03:02,KMG,1588,737-800,20,4,26,4,4,26,,,,,6,6
2019-05-26 03:00,HAK,6061,737-800,27,4,32,4,4,32,,,,,5,5
2019-05-26 02:59,西安,7113,737-800,25,6,30,6,6,29,,,,,5,4
2019-05-26 02:58,XIY,1162,737-800,25,2,30,2,2,28,,,,,5,3
2019-05-26 02:57,KMG,1209,737-800,25,3,30,4,4,28,,,,,5,3
2019-05-26 02:55,KMG ,6016,737-800,20,4,24,4,4,26,,,,,4,6
2019-05-26 02:54,KMG ,1586,737-800,18,4,24,4,6,30,,,,,6,12
2019-05-26 02:53,HAK,5733,737-800,27,8,36,6,7,34,,,,,9,7
2019-05-26 02:51,CAN,1928,737-800,25,7,27,6,8,28,,,,,2,3
2019-05-26 02:49,XIY,6060,737-800,28,6,32,5,5,20,,,,,4,-8
2019-05-26 02:46,HGH,5712,737-800,23,2,28,5,1,26,,,,,5,3
2019-05-26 02:43,HHA,7172,737-800,26,5,33,6,5,32,,,,,7,6
2019-05-26 02:42,HGH,5502,737-800,26,5,26,5,5,27,,,,,0,1
2019-05-26 02:41,HGH,5375,737-800,25,2,26,4,3,26,,,,,1,1
2019-05-26 02:41,HHA,5466,737-800,26,3,26,5,3,27,,,,,0,1
2019-05-26 02:41,HHA,1347,737-800,25,4,30,4,3,30,,,,,5,5
2019-05-26 02:40,CAN,1492,737-800,28,4,32,4,5,31,,,,,4,3
2019-05-26 02:39,CGO,7992,737-800,24,6,30,7,7,30,,,,,6,6
2019-05-26 02:39,URC,1996,737-800,17,5,18,5,5,24,,,,,1,7
2019-05-26 02:37,FOC,1562,737-800,25,4,34,5,4,34,,,,,9,9
2019-05-26 02:34,URC,5373,737-800,25,6,24,8,6,24,,,,,-1,-1
2019-05-26 02:32,FOC,5182,737-800,25,4,30,3,3,31,,,,,5,6
2019-05-26 02:30,XMN,5372,737-800,20,6,37,8,7,29,1,,,1,17,9
2019-05-26 02:29,FOC ,5428,737-800,23,4,27,5,4,28,,,,,4,5
2019-05-26 02:28,XMN,1796,737-800,20,4,27,0,0,0,,,,,7,-20
2019-05-26 02:26,SHA,1795,737-800,23,6,33,5,4,32,,,,,10,9
2019-05-26 02:22,KMG,1798,737-800,20,4,28,6,6,24,,,,,8,4
2019-05-26 02:22,URC,5637,737-800,20,4,22,2,2,20,,,,,2,0
2019-05-26 02:21,URC,206P,737-800,18,4,24,4,4,22,,,,,6,4
2019-05-26 02:19,URC,1568,737-800,18,6,24,6,6,22,,,,,6,4
2019-05-26 02:19,CAN,7173,737-800,26,4,35,5,4,34,,,,,9,8
2019-05-26 02:16,HET,5429,737-800,16,2,20,2,1,18,,,,,4,2
2019-05-26 02:16,URC,1726,737-800,18,5,23,3,4,30,,,,,5,12
2019-05-26 02:15,KMG,7988,737-800,20,4,26,6,4,28,,,,,6,8
2019-05-26 02:11,HAK,1497,737-800,26,4,34,4,5,30,,,,,8,4
2019-05-26 02:10,大连,6062,737-800,17,6,26,4,4,24,,,,,9,7
2019-05-26 02:10,XIY,1481,737-800,28,6,25,5,5,25,,,,,-3,-3
2019-05-26 02:04,HHA,1375,737-800,26,4,24,4,4,26,,,,,-2,0
2019-05-26 01:59,HHA,7616,737-800,25,2,28,4,4,28,,,,,3,3
2019-05-26 01:58,FOC,1480,737-800,24,4,30,4,4,30,,,,,6,6
2019-05-26 01:57,URC,5661,737-800,20,4,20,4,4,24,,,,,0,4
2019-05-26 01:57,PEK,5338,737-800,27,3,28,4,4,32,,,,,1,5
2019-05-26 01:56,HAK,1372,737-800,26,6,36,5,5,36,,,,,10,10
2019-05-26 01:55,TYN,1545,737-800,25,6,30,6,6,30,,,,,5,5
2019-05-26 01:55,XIY,1902,737-800,28,6,32,5,6,30,,,,,4,2
2019-05-26 01:54,HHA,1547,737-800,26,6,34,6,6,35,,,,,8,9
2019-05-26 01:52,URC,1728,737-800,20,4,22,5,5,20,,,,,2,0
2019-05-26 01:52,SYX,1488,737-800,30,6,36,6,6,32,,,,,6,2
2019-05-26 01:52,XIY,1482,737-800,28,5,32,5,5,28,,,,,4,0
2019-05-26 01:49,URC,7379,737-800,20,4,26,4,4,28,,,,,6,8
2019-05-26 01:47,HRB,1433,737-800,17,2,26,2,3,21,,,,,9,4
2019-05-26 01:46,SZX,5638,737-800,27,6,36,6,5,37,,,,,9,10
2019-05-26 01:45,YIH,1351,737-800,22,5,29,5,4,28,,,,,7,6
2019-05-26 01:45,URC,2157,737-800,15,4,20,5,6,24,,,,,5,9
2019-05-26 01:37,KMG,5732,737-800,20,4,26,5,5,25,,,,,6,5
2019-05-26 01:31,HAK,5520,737-800,26,5,34,6,5,35,,,,,8,9
2019-05-26 01:29,PEK,5153,737-800,26,3,30,3,3,31,,,,,4,5
2019-05-26 01:27,SYX,5408,737-800,28,8,36,7,8,32,,,,,8,4
2019-05-26 01:27,SZX,1503,737-800,28,3,33,4,3,33,,,,,5,5
2019-05-26 01:27,SYX,5686,737-800,30,6,36,5,5,36,,,,,6,6
2019-05-26 01:24,HAK,1346,737-800,26,7,37,7,7,37,1,1,,11,11,11
2019-05-26 01:22,PEK,1549,737-800,28,5,32,6,6,33,,,,,4,5
2019-05-26 01:21,URC,295T,737-800,20,3,26,4,4,26,,,,,6,6
2019-05-26 01:21,PEK,1549,737-800,28,5,32,6,6,33,,,,,4,5
2019-05-26 01:13,CGO,6800,737-800,25,4,30,5,5,28,,,,,5,3
2019-05-26 01:12,XIY,1141,737-800,30,6,28,6,6,26,,,,,-2,-4
2019-05-26 01:11,MIG,7990,737-800,30,2,30,3,4,30,,,,,0,0
2019-05-26 01:08,DLC,1538,737-800,19,3,26,3,3,26,,,,,7,7
2019-05-26 01:05,SHE,5417,737-800,20,5,24,4,4,26,,,,,4,6
2019-05-26 01:05,XIY,5358,737-800,30,8,32,7,8,31,,,,,2,1
2019-05-26 01:01,HAK,1793,737-800,27,4,32,5,4,33,,,,,5,6
2019-05-26 01:00,DLC,1490,737-800,16,5,27,4,5,25,,,,,11,9
2019-05-26 00:57,URC,7378,737-800,19,5,28,5,5,29,,,,,9,10
2019-05-26 00:51,HAK,7886,737-800,26,4,36,3,4,36,1,1,,11,10,10
2019-05-26 00:44,MIG,5409,737-800,24,4,28,4,3,32,,,,,4,8
2019-05-26 00:41,DLC,1491,737-800,19,4,28,4,4,28,,,,,9,9
2019-05-26 00:41,URC,206P,737-800,20,4,23,4,4,26,,,,,3,6
2019-05-26 00:35,CAN,1386,737-800,25,4,34,4,4,34,,,,,9,9
2019-05-26 00:34,HAK,5083,737-800,29,6,32,6,6,36,,,,,3,7
2019-05-26 00:32,CGO,7400,737-800,26,5,32,6,6,32,,,,,6,6
2019-05-26 00:32,HAK,5436,737-800,30,6,31,5,6,30,,,,,1,0
2019-05-26 00:24,PEK,1373,737-800,27,4,32,3,3,26,,,,,5,-1
2019-05-26 00:23,YIH,1348,737-800,20,6,29,6,6,28,,,,,9,8
2019-05-26 00:22,CGO,7167,737-800,26,5,23,6,5,29,,,,,-3,3
2019-05-26 00:20,XIY,5139,737-800,28,6,30,6,6,28,,,,,2,0
2019-05-26 00:19,XIY,7377,737-800,29,8,32,7,6,30,,,,,3,1
2019-05-26 00:11,XMN,5406,737-800,26,4,30,3,5,30,,,,,4,4
