机型,制造序列号,机号,参考类型,指令类型,件号,序号,章节号,非计划,故障确认,拆换原因,安装日期,部件装上飞行小时数,部件装上飞行循环数,部件装上使用小时数,部件装上使用循环数,拆换日期,部件拆下飞行小时数,部件拆下飞行循环数,部件拆下使用小时数,部件拆下使用循环数,故障描述,部件本次装机使用小时,故障处理,部件本次装机使用循环,装上件号,装上序号,最近送修公司,CY TSN,FH TSN,送修至拆下时间/FH,送修至拆下时间/CY,件号描述,DEF#,TLB号
73N,73N05268,1786    ,DE    ,CC    ,2206400-2               ,12631           ,21    ,X,X,FAIL  ,2015-02-01,00:00,0,00:00,0,2018-09-25,10764:08,5970,10764:08,5970,过站机组反应驾驶舱有异味，杨维TR crew response cockpot peculiar,10764:08,        过站按MEL21-01-01-01关闭右组件放行，贴不工作标牌。杨维TR refer to MEL21-01-01-01 closed the right packing componentdischarged paste no working scatcheonFLB:11564067A航后完成MCO-2018-09-25-68检查空调右舱正常，依据AMM21-51-04更换ACM右组件，右组件长时间，测试正常，杨健成AF accomplish MCO-2018-09-25-68 check the R compartment is okrefer to AMM21-51-04 replace the R air pack ACM start the R packlong time the test is ok,5970,2206400-2               ,6190            ,,8202,14416.38,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,6624792,11564066
73N,73N02121,5709    ,DE    ,CC    ,2206400-2               ,4674            ,21    ,X,X,FAIL  ,2006-11-16,00:00,0,00:00,0,2010-08-17,9692:52,6200,9692:52,6200,"FOR INFO,PLS REFER TO PREVIOUS PAGE (LP35).LEFT PACK INOP. 1 PACKOPERATION FROM DSP TO HKG.",9692:52,    INSP RAM AIR INLET DUCTING NO OBSTRUCTION FOUND. T/S C/OUT FOUND NOAIR FLOW AT RAM AIR INLET & OUTLET DURING OPS CHECK.SUSPECT ACMFAULT.DEFECT TXR TO ADD AS PER MEL21-1ACM REPLACED IAW AMM 21-51-04 LEAK CHK CARRIED OUT RESULT SATISNO LEAK FOUND ADD 125 CLEARED,6200,2206400-2               ,2303            ,,25695,50022.13,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,1014739,15081036
73N,73N02938,5482    ,DE    ,CC    ,2206400-2               ,6366            ,21    ,X,X,FAIL  ,2009-06-08,00:00,0,00:00,0,2015-05-03,19010:23,10146,19010:23,10146,"启动后,右组件灯仍亮.机组",19010:23,"     航后完成MCO-2015-05-03-74,并依据AMM21-51-03更换右组件主次级散热器,并依据AMM21-51-00更换右组件ACM,测试正常.张学文,高宏伟AF accomplish MCO-2015-05-03-74 refer to AMM21-51-03 replace primaryheat exchanger,secondary heat exchanger,refer to AMM21-51-00 replaceACM,test ok挂签号4021953,4111553,5011485",10146,2206400-2               ,2303            ,,25695,50022.13,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,3211592,30001202
73N,73N02938,5482    ,DE    ,CC    ,2206400-2               ,6718            ,21    ,X,X,FAIL  ,2009-06-08,00:00,0,00:00,0,2015-04-26,18959:22,10116,18959:22,10116,,18959:22,"  航后完成MCO-2015-04-26-68,依据AMM21-51-04更换ACM,地面测试正常.刘坤AF accomplish MCO-2015-04-26-68 refer to AMM21-51-04 replace ACM,ground test ok",10116,2206400-2               ,49-1301         ,,30894,60702.16,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,3201371,30002743
73N,73N02938,5482    ,DE    ,CC    ,2206400-2               ,2303            ,21    ,X,X,FAIL  ,2015-05-03,19010:23,10146,39238:20,19939,2016-05-03,21886:34,11807,42114:31,21600,航前推出后右组件灯亮PF r/h PACK LIGHT ON WHEN PUSH OUT雷锐持,2876:11,"       检查右组件ACM风扇叶片由损伤,依据MEL21-01-01-01放行,右组件电门处贴不工作标牌check find R pack ACM fan blade broken ref to MEL21-01-01-01 dispatch雷锐持FL30004623地面依据AMM21-51-04更换右组件ACM测试正常replace the R pack ACM test ok赵树海",1661,2206400-2               ,4615            ,北京丰荣,19982,39586.44,2876:11,1661,(AOG)AIR CYCLE MACHINE（包修）                              ,3996626,30004622
73N,73N02938,5482    ,DE    ,CC    ,2206400-2               ,49-1301         ,21    ,X,X,FAIL  ,2015-04-26,18959:22,10116,50870:55,24770,2016-05-10,21945:29,11842,53857:02,26496,,2986:07,  航后依据AMM21-51-04完成MCO-2016-05-09-69更换左组件ACM测试正常 赵志成林炜AF refer to AMM21-51-04 accomplished MCO-2016-05-09-69 repalced it ok,1726,2206400-2               ,5851            ,北京丰荣,12354,21568.58,2986:07,1726,(AOG)AIR CYCLE MACHINE（包修）                              ,4011535,30004648
73N,73N02938,5482    ,DE    ,CC    ,2206400-2               ,5851            ,21    ,X,X,FAIL  ,2016-05-10,21945:29,11842,13655:08,8118,2016-05-13,21965:21,11853,13675:00,8129,地面滑行时左组件灯亮   机组,19:52,     航后依据MCO-2016-05-12-199完成左组件ACM和主次散热器更换依据AMM21-51-03测试无渗漏 吴佑胜 赵树海AF refer to AMM21-51-03 to rplaced ACM and heat exchangers no leakand out message182820-3 27756 182820-3 27726182820-3 27724 182820-3 27720,11,2206400-2               ,5559            ,北京丰荣,16029,31993,19:52,11,(AOG)AIR CYCLE MACHINE（包修）                              ,4019429,30005551
73N,73N02938,5482    ,DE    ,CC    ,2206400-2               ,4615            ,21    ,X,X,FAIL  ,2016-05-03,21886:34,11807,31692:15,15978,2016-05-19,22017:28,11883,31823:09,16054,地面滑行右PACK灯亮机组,130:54,"    航后检查右ACM故障,依据AMM21-51-04更换右组件ACM 完成MCO-2016-05-19-72测试正常AF check R ACM bad ref to AMM21-51-04 replace R pack ACM and test okaccomplished MCO-2016-05-19-192赵志成",76,2206400-2               ,49-1301         ,北京丰荣,30894,60702.16,130:54,76,(AOG)AIR CYCLE MACHINE（包修）                              ,4034271,30005567
73N,73N00551,5089    ,DE    ,CC    ,2206400-2               ,76-105          ,21    ,X,X,FAIL  ,2014-06-14,40068:03,24771,45108:46,27069,2016-07-08,45583:05,27418,50623:48,29716,,5515:02," 航后完成MCO-2016-07-08-46更换左侧ACM测试正常   亓艳彬 赵宁
AF accomplished MCO-2016-07-08-46 repalced left ACM test ok",2647,2206400-2               ,4202            ,北京丰荣,20026,40310.49,5515:02,2647,(AOG)AIR CYCLE MACHINE（包修）                              ,4156919,30005937
73N,73N01291,5249    ,DE    ,CC    ,2206400-2               ,2937            ,21    ,X, ,WOR   ,2003-02-25,00:00,0,00:00,0,2008-11-21,21411:15,10506,21411:15,10506,见TL62001532,21411:15,判断为ACM故障，航后依据AMM21-00更换ACM测试工作正常。 宋万江,10506,2206400-2               ,5296            ,,19811,33625.23,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,620259,62001533
73N,73N00173,5062    ,DE    ,CC    ,2206400-2               ,107-336         ,21    ,X,X,FAIL  ,2007-04-13,24729:57,14295,00:00,0,2008-11-27,30226:58,17855,5497:01,3560,见TL62001704,5497:01,"航后更换右空调组件ACM,测试正常。撤DD0004097。 宋万江",3560,2206400-2               ,5563            ,,19013,31835.57,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,623053,62001708
73N,73N01273,5248    ,DE    ,CC    ,2206400-2               ,2855            ,21    ,X,X,FAIL  ,2003-01-25,00:00,0,00:00,0,2008-11-15,21837:46,10569,21837:46,10569,驾驶舱温度自动和人工调节无效,21837:46,  地面测试左组件ACM故障右组件工作正常，由于航材无料办理DD0004123，左组件贴不工作标牌，按MEL21-01-01-01放行。高国华航后参照AMM21-51更换ACM测试正常.撤除DD0004123(王鲁杰),10569,2206400-2               ,1757            ,,23861,40312,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,616865,62002371
73N,73N00154,5060    ,DE    ,CC    ,2206400-2               ,76-105          ,21    ,X,X,FAIL  ,2005-05-15,19391:15,11005,19763:18,10017,2009-08-13,33621:38,21797,33993:41,20809,R PACK TRID OFF 灯亮，客舱温度太高。（江勇）,14230:23,"      按MEL21-01-01-01 放行。（江勇）refer to MEL21-01-01-01 dispatchairplane.见TL62008099,航后检查为ACM卡死，因航材无料，办理保留DD0005318。AF check and find ACM was failed,to lacking of spare partsThe deferred defect form NO. is DD0005318.(游舟)8月18日航后依据AMM21-51更换右空调组件，测试正常，撤除DD0005318
(张永胜) AF REFER TO AMM21-51 REPLACE ACM OF R AIR CONDITION ASSYTEST OK",10792,2206400-2               ,2855            ,,26873,51450.01,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,759227,62008096
73N,73N00154,5060    ,DE    ,CC    ,2206400-2               ,2855            ,21    ,X,X,FAIL  ,2009-03-30,32466:58,20865,21837:46,10569,2009-07-18,33358:07,21586,22728:55,11290,,891:09,"     航后检查为ACM不工作，因航材无料按MEL21-01-01-01办理DD0005671并完成M项。刘林 AF FING THE ACM FAULT BECAUSE OF LS REFER TO MEL21-01-01-01DO DD0005 671 AND ACCOMPLISH M ITEM见TL62008371，航后依据AMM21-00更换ACM，测试正常。撤DD0005671。 AFrefer to AMM21-00 replace ACM,do a operation test the result is ok.close DD0005671. 高绪敬",721,2206400-2               ,2518            ,武汉航达,27479,48348.46,891:09,721,(AOG)AIR CYCLE MACHINE（包修）                              ,741917,62008368
73N,73N00230,5091    ,DE    ,CC    ,2206400-2               ,2358            ,21    ,X, ,WOR   ,2006-07-13,15684:40,13892,16404:42,8041,2009-07-22,26567:34,20755,27287:36,14904,见TL62008789。,10882:54,"     航后检查发现左空调ACM故障，因航材无料办理DD0005699。 冼世雄 AFchecked L ACM failed,because lack of spare,deferred defect.from0005699. 
见TLB62008800航后依据AMM21-51更换左组件ACM测试正常撤除DD0005699
（冼世雄）AF REFER AMM21-51 REPLACES THE ACM OF THE L/H ASSY AND TESTWAS OK ,CLOSE THE DD0005699 挂签号：2024985",6863,2206400-2               ,38-468          ,,39774,60039.29,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,744385,62008793
73N,73N00154,5060    ,DE    ,CC    ,2206400-2               ,2855            ,21    ,X,X,FAIL  ,2009-08-13,33621:38,21797,22728:55,11290,2010-12-12,38349:55,25272,27457:12,14765,,4728:17,"  航后依据AMM21-51更换右空调ACM,测试正常,关闭DD201008107.曹辉AF replace R/H ACM refer to AMM21-51 test ok close DD201008107TAG:0005278",3475,2206400-2               ,5851            ,武汉航达,12354,21568.58,4728:17,3475,(AOG)AIR CYCLE MACHINE（包修）                              ,1106015,62015385
73N,73N00173,5062    ,DE    ,CC    ,2206400-2               ,4526            ,21    ,X,X,FAIL  ,2007-06-03,25219:11,14549,2698:50,1413,2010-09-23,36502:53,22539,13982:32,9403,过站左空调组件跳开.高绪敬TR pack trip off light bright,11283:42,"   过站按MEL21-01-01-01放行.TR dispatch the aircraft refer toMEL21-01-01-01.高绪敬见TL62016179,航后依据AMM21-51更换左空调组件ACM,测试正常.刘睿AF refer to AMM21-51 replace the left pack ACM test is ok",7990,2206400-2               ,5586            ,,17341,31552.42,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,1044195,62016175
73N,73N01291,5249    ,DE    ,CC    ,2206400-2               ,5296            ,21    ,X,X,FAIL  ,2008-11-21,21411:15,10506,2424:49,1269,2011-11-24,32053:38,18741,13067:12,9504,,10642:23,"  航后完成DD0007743,依据AMM21-52更换左空调ACM,测试正常,关闭DD0007743挂签号:3005481.曹磊 AF accomplish DD0007743 refer to AMM21-52 replaceleft A/C ACM test ok.TAG:3005481",8235,2206400-2               ,38-468          ,霍尼韦尔,39774,60039.29,10642:23,8235,(AOG)AIR CYCLE MACHINE（包修）                              ,1404491,62023713
73N,73N00230,5091    ,DE    ,CC    ,2206400-2               ,38-468          ,21    ,X,X,FAIL  ,2009-07-22,26567:34,20755,32466:58,20865,2011-10-17,34537:18,26412,40436:42,26522,机组反映空调左组不制冷(徐志鹏) Crew report left air condition assynot normal,7969:44," 航后依据AMM21-51更换左空调组件ACM,测试正常,恢复飞机至正常(徐志鹏) AFrefer to AMM21-51 replace the left ACM and test is ok  Tag:0009023",5657,2206400-2               ,5544            ,武汉航达,11208,22115.4,7969:44,5657,(AOG)AIR CYCLE MACHINE（包修）                              ,1370504,62025183
73N,73N00230,5091    ,DE    ,CC    ,2206400-2               ,5544            ,21    ,X,X,FAIL  ,2011-10-17,34537:18,26412,12571:01,6408,2011-10-23,34598:39,26445,12632:22,6441,左组件不制冷(袁彬),61:21,"   航后依据AMM21-51更换左组件ACM和水分离器布袋,测试左组件全冷位管道温度10摄氏度,制冷效果良好,测试正常(袁彬) AF refer to AMM21-51 replacethe ACM of left air condition assy and water separator bag, tests arenormal. P/N:180849-4",33,2206400-2               ,4526            ,武汉航达,20838,34521.47,61:21,33,(AOG)AIR CYCLE MACHINE（包修）                              ,1375696,62025200
73N,73N01273,5248    ,DE    ,CC    ,2206400-2               ,2894            ,21    ,X,X,FAIL  ,2003-01-25,00:00,0,00:00,0,2012-06-07,34340:45,20561,34340:45,20561,,34340:45,"  过站依据AMM21-51更换右空调ACM,并关闭DD201206582(厉海松)TR refer to AMM21-51 replace the R ACM closed the DD2012506582TAG:3003681",20561,2206400-2               ,5715            ,,18505,29648.52,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,1606282,62027379
73N,73N01273,5248    ,DE    ,CC    ,2206400-2               ,1757            ,21    ,X,X,FAIL  ,2008-11-15,21837:46,10569,27084:16,13356,2012-06-07,34340:45,20561,39587:15,23348,,12502:59,"  过站依据AMM21-51更换左空调ACM,测试正常(赵金灵)TR refer to AMM21-51 replace the L ACM test is okTAG:8F0000896",9992,2206400-2               ,49-1185         ,武汉航达,30796,56831.07,12502:59,9992,(AOG)AIR CYCLE MACHINE（包修）                              ,1606289,62027379
73N,73N01386,5272    ,DE    ,CC    ,2206400-2               ,119-1581        ,21    ,X,X,FAIL  ,2010-11-10,24427:03,11051,16455:10,7695,2012-04-18,28775:43,14178,20803:50,10822,,4348:40,"  航后依据AMM21-02更换左组件ACM,关闭DD0007975转办DD201204651.王晋晋AF refer to AMM21-02 replace the ACM of the left pack close theDD0007975 make DD201204651",3127,2206400-2               ,118-796         ,,24663,40305.26,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,1555871,62027761
73N,73N00230,5091    ,DE    ,CC    ,2206400-2               ,5296            ,21    ,X, ,NFF   ,2011-12-17,35147:35,26865,13067:12,9504,2012-08-02,37217:57,28370,15137:34,11009,"芒市起飞后,右组件跳开关灯亮(PACK TRIP)检查单处置后灯灭(机组)",2070:22,"     因过站时间短,依据MEL21-01-01-01放行飞机(余龙章)DUE TO SHORT TIME REFER TO MEL21-01-01-01 DISPATCH见FLB62031280BSEE FLB62031280B航后为排除右空调组件跳开关故障,更换ACM,测试正常(王晋晋)AF for troubleshooting replace the ACM test is ok",1505,2206400-2               ,1757            ,武汉航达,23861,40312,2070:22,1505,(AOG)AIR CYCLE MACHINE（包修）                              ,1669207,62031277
73N,73N00230,5091    ,DE    ,CC    ,2206400-2               ,38-713          ,21    ,X,X,FAIL  ,2007-05-05,18559:42,15623,16364:05,9126,2011-12-14,35125:42,26839,32930:05,20342,,16566:00,   航后依据AMM21-51完成DD201112157更换右空调ACM测试正常关闭DD201112157。TAG:3000752 王晋晋 AF refer to AMM21-51 accomplish the DD201112157replace the right ACM and test ok close the DD20112157.PN:s9026t2302-230s604-70,11216,2206400-2               ,5544            ,武汉航达,11208,22115.4,16566:00,11216,(AOG)AIR CYCLE MACHINE（包修）                              ,1423693,62031563
73N,73N00230,5091    ,DE    ,CC    ,2206400-2               ,5544            ,21    ,X,X,FAIL  ,2011-12-14,35125:42,26839,12632:22,6441,2011-12-17,35147:35,26865,12654:15,6467,,21:53,"    过站按AMM21-51-04更换右组件ACM,通电测试正常,恢复飞机至可用状态,并关闭DD201112269.杨锐,关华TR refer to AMM21-51-04 replace the right ACM assy,test is ok,putthe airplane to back usual condition,and close DD201112269挂签号8F0001601",26,2206400-2               ,5296            ,武汉航达,19811,33625.23,21:53,26,(AOG)AIR CYCLE MACHINE（包修）                              ,1426200,62031575
73N,73N00260,5092    ,DE    ,CC    ,2206400-2               ,38-558          ,21    ,X,X,FAIL  ,2007-08-21,19119:32,15847,24515:23,14194,2012-04-24,35460:43,26544,40856:34,24891,左组件地面不制冷(机组),16341:11,"      过站依据AMM26-01操作左组件制冷效果不够,右组件制冷正常,按MEL21-01-01-01放行,待航后处理(陈日成)TR dispatch the A/C refer to MEL21-01-01-01 AF repair it见FLB62033267Asee FLB62033267A航后依据AMM21-01更换ACM,测试正常,请使用(杨红召)AF refer to AMM21-01 REPLACE acm TEST OK",10697,2206400-2               ,119-1398        ,武汉航达,23660,35254.33,16341:11,10697,(AOG)AIR CYCLE MACHINE（包修）                              ,1561835,62033266
73N,73N01511,5246    ,DE    ,CC    ,2206400-2               ,3341            ,21    ,X,X,FAIL  ,2004-05-17,00:00,0,00:00,0,2013-04-04,31471:44,15497,31471:44,15497,空调系统被液压油污染(袁彬),31471:44,"   航后依据AMM21-51更换左侧空调组件,水分离器,热交换器,ACM 臭氧转换器未作测试(袁彬)AF refer to AMM21-51 replace the water separator heat exchangerair cycle machine",15497,2206400-2               ,2412            ,,28951,52383.07,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,1967847,62043362
73N,73N01511,5246    ,DE    ,CC    ,2206400-2               ,3357            ,21    ,X,X,FAIL  ,2004-05-17,00:00,0,00:00,0,2013-06-25,32231:13,16084,32231:13,16084,,32231:13," 航后依据AMM21-50更换右空调ACM测试正常,关闭DD201311919(王晋晋)AF refer to AMM21-50 replace ACM test is ok closed the DD201311919",16084,2206400-2               ,5734            ,,15862,27019.33,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,2082598,62046895
73N,73N01273,5248    ,DE    ,CC    ,2206400-2               ,5715            ,21    ,X,X,FAIL  ,2012-06-07,34340:45,20561,9987:30,5511,2015-04-29,43517:39,28103,19164:24,13053,见FLB62064787A右空调组件失效PEFER FLB62064787A right air condition ING fale机务,9176:54,   航后依据AMM21-51更换空气循环机(ACM)后测试右空调组件正常可用AF replaced a new ACM refer AMM21-51.function test right airconpitionuse normal TAG NO.4031870王瑞槐,7542,2206400-2               ,38-468          ,武汉航达,39774,60039.29,9176:54,7542,(AOG)AIR CYCLE MACHINE（包修）                              ,3206766,62064787
73N,73N01291,5249    ,DE    ,CC    ,2206400-2               ,38-468          ,21    ,X,X,FAIL  ,2011-11-24,32053:38,18741,40436:42,26522,2014-08-07,40593:14,26248,48976:18,34029,,8539:36,航后依据AMM21-51更换左组件ACM测试结果正常(厉海松),7507,2206400-2               ,8556            ,武汉航达,14116,21116.2,8539:36,7507,(AOG)AIR CYCLE MACHINE（包修）                              ,2731759,62076253
73N,73N01829,5810    ,DE    ,CC    ,2206400-2               ,4025            ,21    ,X,X,FAIL  ,2005-11-29,00:00,0,00:00,0,2014-06-20,25198:31,14284,25198:31,14284,针对DD201413670胡卫斌,25198:31, 航后依据AMM21-51更换右ACM，测试正常，关闭DD20141367胡卫斌,14284,2206400-2               ,107-441         ,,34699,62731.25,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,2648892,62080626
73N,73N01382,5268    ,DE    ,CC    ,2206400-2               ,4705            ,21    , , ,SCH   ,2010-09-27,24856:53,10948,13572:29,4602,2015-05-03,39238:18,21350,27953:54,15004,,14381:25,  航后依据AMM21-51更换右组件ACM，测试正常，关闭DD201509492AF refer to AMM21-51 replaced the R pack ACM and test is ok王晋晋,10402,2206400-2               ,107-441         ,,34699,62731.25,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,3212470,62087838
73N,73N01273,5248    ,DE    ,CC    ,2206400-2               ,49-1185         ,21    ,X,X,FAIL  ,2012-06-07,34340:45,20561,43979:43,21503,2015-01-09,42440:30,27364,52079:28,28306,航前左空调跳开(刘永超),8099:45,    航前依据MEL21-01-01-01放行(刘永超)见FLB62090051A(余伟)航后依据AMM21-51排故完成检查右组件风扇活门位置指示正常更换ACM测试正常见FLB62090052B(曹东)过站依据AMM30-21更换左发进气道防冰活门结果符合要求(曹东),6803,2206400-2               ,4982            ,武汉航达,21474,37010.37,8099:45,6803,(AOG)AIR CYCLE MACHINE（包修）                              ,3010466,62090051
73N,73N01386,5272    ,DE    ,CC    ,2206400-2               ,4759            ,21    ,X,X,CAN   ,2010-11-10,24427:03,11051,8305:20,2791,2015-09-21,39930:32,22096,23808:49,13836,FROM WOH73N9816,15503:29,"    从B-5089飞机拆下右边ACM ，依据AMM21-51-04-400-802-002安装ACM，测试正常。王伟伟REMOVE THE ACM FROM THE AC B5089 ,INSTALL THE RH ACM REF TO AMM21-51-04-400-802-002，TEST OK.PN:2206400-2 SN:4759 IN PN:2206400-2 SN:38-611",11045,2206400-2               ,38-611          ,,8820,13282.17,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,3468436,62102321
73N,73N01829,5810    ,DE    ,CC    ,2206400-2               ,5985            ,21    ,X,X,FAIL  ,2014-01-13,24124:00,13398,18149:00,9667,2016-05-16,31508:42,18965,25533:42,15234,"航后左组件跳开灯亮,更换混合活门后故障依旧the left air condition trip off light come on李向明",7384:42,      航前依据MEL27-01-01-01放行ref to MEL27-01-01-01 dispatch李向明FL62119564航前依据AMM21-51-04更换左组件ACM测试正常PF replace left pack ACM test ok李俊义 张翔,5567,2206400-2               ,8473            ,,7148,11771.34,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,4026834,62119563
73N,73N01619,5292    ,DE    ,CC    ,2206400-2               ,3063            ,21    ,X,X,FAIL  ,2012-05-09,27465:08,9350,29315:14,10604,2016-05-31,40593:30,19220,42443:36,20474,左组件温度高L PACR FEMPERATURE AIS LIGHT钏祚忠,13128:22,  航后依据AMM21-51更换左组件ACM测试正常AF REFER TO AMM21-51 TO REPLACE L PACK ACM TEST OK钏祚忠,9870,2206400-2               ,49-1111         ,,11238,21187.3,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,4061019,62121300
73N,73N01273,5248    ,DE    ,CC    ,2206400-2               ,38-468          ,21    ,X,X,FAIL  ,2015-04-29,43517:39,28103,48976:18,34029,2016-03-08,46404:53,30162,51863:32,36088,航后检查发现右空调ACM本体有裂纹AF find there were a crank on ACM of right pack范成良,2887:14,  航后依据AMM21-51更换右空调ACM结果符合工卡要求Ref AMM21-51 replace ACM of right pack result is ok范成良,2059,2206400-2               ,6154            ,北京丰荣,17057,29346.25,2887:14,2059,(AOG)AIR CYCLE MACHINE（包修）                              ,3857137,62122572
73N,73N01291,5249    ,DE    ,CC    ,2206400-2               ,2907            ,21    ,X, ,WOR   ,2003-02-25,00:00,0,00:00,0,2016-04-02,46289:02,30387,46289:02,30387,,46289:02," 航后依据AMM21-51更换右空调组件ACM,结果正常,关闭DD0010162(田鹏)AF REFER TO AMM21-51 REPLACE THE ACM CLOSED THE DD0010162",30387,2206400-2               ,8459            ,,12074,19726.06,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,3921461,62124232
73N,73N01382,5268    ,DE    ,CC    ,2206400-2               ,4550            ,21    ,X,X,FAIL  ,2010-09-27,24856:53,10948,12275:16,4214,2016-07-13,43247:25,24021,30665:48,17287,,18390:32, 航后完成DD201618738依据AMM21-51更换左组件ACM并测试正常关闭DD201618738王瑞槐,13073,2206400-2               ,4891            ,,18131,34160.07,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,4167612,62132317
73N,73N02380,5732    ,DE    ,CC    ,2206400-2               ,5228            ,21    ,X,X,FAIL  ,2007-08-31,00:00,0,00:00,0,2017-03-22,29918:00,15156,29918:00,15156,,29918:00, 航后依据AMM21-51-04更换右侧ACM 测试正常.王玮捷AF REFER TO AMM21-51-04 REPLACE ACM TEST OK,15156,2206400-2               ,6190            ,,8202,14416.38,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,4827184,62153246
73N,73N04449,5805    ,DE    ,CC    ,2206400-2               ,9037            ,21    ,X,X,FAIL  ,2013-04-27,00:00,0,00:00,0,2017-04-05,12358:21,9664,12358:21,9664,航后发现右侧空调组件跳开关灯亮 吴美刚AF FOUND THE RIGHT CACK LIGHT ON,12358:21,"  航后依据FIM手册完成排故确认为ACM卡阻,更换ACM测试正常,结果符合要求AF ACCOMPLSIED TASK LEFT TO FIM TASK MAKE THE ACM JAM THE ACM IS OK挂签号 4107309 聂声",9664,2206400-2               ,13926           ,,3888,5187.58,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,4865545,62162117
73N,73N02380,5732    ,DE    ,CC    ,2206400-2               ,5233            ,21    ,X,X,FAIL  ,2007-08-31,00:00,0,00:00,0,2017-07-08,30888:04,15632,30888:04,15632,航后检查发现ACM叶轮叶片磨损超标(左侧).邱露AF CHECK AND FOUND ACM excessive wear of impeller vane,30888:04," 航后依据AMM21-51更换左侧ACM,测试正常,挂签号7029435 邱露AF REFER TO AMM21-51 REPLACE ACM TEST OK",15632,2206400-2               ,6029            ,,16610,31755.47,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,5122138,62208328
73N,73N01829,5810    ,DE    ,CC    ,2206400-2               ,8473            ,21    ,X,X,FAIL  ,2016-05-16,31508:42,18965,6831:59,3239,2017-07-29,34828:37,22070,10151:54,6344,航后检查发现左组件管道温度高 杜亮 AF FOUND THE LEFT PACK LIGHT,3319:55," 航后检查发现ACM损伤,依据AMM21-53更换左组件ACM结果测试正常,挂签号7023512 丁会 AF CHECK THE ACM REFER TO AMM21-53 THE TEST OK",3105,2206400-2               ,14297           ,HONEYWELL,3085,4332.07,3319:55,3105,(AOG)AIR CYCLE MACHINE（包修）                              ,5185744,62208801
73N,73N01386,5272    ,DE    ,CC    ,2206400-2               ,118-796         ,21    ,X,X,FAIL  ,2012-04-18,28775:43,14178,20886:56,10759,2017-12-29,47030:17,27474,39141:30,24055,航前导航后机组反映左组件跳开关无法复位. KMG机务PF:L PACK PACK TRIP OFF LIGHT IS OM CAN'T RESET,18254:34,"    航前依据MEL21-01-01-01放行,无'M'项. KMG机务PF REFER TO MEL21-01-01-01 TO DISPATCH HAS NO 'M' ITEM.FROM FLB 62214595A 过站依据CTC,ACM,35F' 控制器,测试正常,无渗漏.KMG机务 TR REFER AMM21-51-00,REPLACED CTC,ACM,35F' CONTROLLER TESTOK,NO LEAKAGE.  封圈:2215108-1 封圈:S9026T230 封圈:R1131-906",13296,2206400-2               ,7137            ,武汉航达,11958,23125.44,18254:34,13296,(AOG)AIR CYCLE MACHINE（包修）                              ,5669918,62214594
73N,73N04940,5825    ,DE    ,CC    ,2206400-2               ,10060           ,21    ,X, ,WOR   ,2014-05-22,00:00,0,00:00,0,2018-01-06,11272:22,8373,11272:22,8373,过站发现左组件有异响。李月军,11272:22, 航后依据AMM21-51更换左组件循环机运转正常，测试结果正常。李月军AF REFER TO AMM21-51 REPLACE ACM TEST OK,8373,2206400-2               ,7003            ,,14214,26470,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,5697036,62225916
73N,73N05558,6016    ,DE    ,CC    ,2206400-2               ,12571           ,21    ,X,X,FAIL  ,2015-08-31,00:00,0,00:00,0,2018-04-27,9631:38,4721,9631:38,4721,航后检查发现右组件ACM叶片损伤超标 孙楠AF CHECK THE OF RH PACK ACM WORN EXCEED,9631:38,"  航后依据AMM21-51-04更换右组件ACM测试正常,管路无渗漏,恢复飞机至正常AF REFER TO AMM21-51-04 REPLACED RH ACM TEST IS OK NO LEAK孙楠",4721,2206400-2               ,10444           ,,7143,14552.36,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,6095412,62241728
